Probe	Chr	StartPos	STRName	Strand	ProbeList	Match?
2257	21	24946936	trf504892	M	minus	Match
2258	21	24947196	trf504892	P	plus	Match
2259	21	28818428	trf506106	M	minus	Match
2260	21	28818511	trf506106	M	minus	Match
2261	21	28818704	trf506106	P	plus	Match
2262	21	28818768	trf506106	P	plus	Match
2263	21	34881942	GART	M	minus	Match
2264	21	34882203	GART	P	plus	Match
2265	21	39141572	trf509792	M	minus	Match
2266	21	39141837	trf509792	P	plus	Match
2267	21	41191352	trf510504	M	minus	Match
2268	21	41191370	trf510504	M	minus	Match
2269	21	41191643	trf510504	P	plus	Match
2270	21	41191650	trf510504	P	plus	Match
2271	21	48037570	trf514349	M	minus	Match
2272	21	48037837	trf514349	P	plus	Match
2273	22	17650619	trf514981	M	minus	Match
2274	22	17650879	trf514981	P	plus	Match
2275	22	21340618	trf516410	M	minus	Match
2276	22	21341058	trf516410	P	plus	Match
2277	22	23068493	trf517093	M	minus	Match
2278	22	23068754	trf517093	P	plus	Match
2279	22	23924641	trf517411	M	minus	Match
2280	22	23924897	trf517411	P	plus	Match
2281	22	24488520	trf517627	M	minus	Match
2282	22	24488780	trf517627	P	plus	Match
2283	22	24721440	trf517703	M	minus	Match
2284	22	24721696	trf517703	P	plus	Match
2285	22	34595474	trf521563	M	minus	Match
2286	22	34595535	trf521563	M	minus	Match
2287	22	34595734	trf521563	P	plus	Match
2288	22	34595794	trf521563	P	plus	Match
2289	22	37308832	trf522643	M	minus	Match
2290	22	37309096	trf522643	P	plus	Match
2291	22	37536198	trf522742_D22S1045	M	minus	Match
2292	22	37536468	trf522742_D22S1045	P	plus	Match
2293	22	41566334	EP300_1	M	minus	Match
2294	22	41566596	EP300_1	P	plus	Match
2295	22	41574540	EP300_2_EP300_3	M	minus	Match
2296	22	41574584	EP300_2_EP300_3	M	minus	Match
2297	22	41574790	EP300_2_EP300_3	P	plus	Match
2298	22	41574834	EP300_2_EP300_3	P	plus	Match
2299	22	41835430	trf524606	M	minus	Match
2300	22	41835747	trf524606	P	plus	Match
2301	22	45205011	nc-ARHGAP8	M	minus	Match
2302	22	45205269	nc-ARHGAP8	P	plus	Match
2303	22	48260712	trf527773	M	minus	Match
2304	22	48260972	trf527773	P	plus	Match
2305	22	49402081	trf528698	M	minus	Match
2306	22	49402361	trf528698	P	plus	Match
2307	22	49539784	trf528808_trf528809	M	minus	Match
2308	22	49539857	trf528808_trf528809	M	minus	Match
2309	22	49540042	trf528808_trf528809	P	plus	Match
2310	22	49540119	trf528808_trf528809	P	plus	Match
2311	X	46504894	nc-SLC9A7	M	minus	Match
2312	X	46505154	nc-SLC9A7	P	plus	Match
2357	X	66931324	AR	M	minus	Match
2358	X	66931576	AR	P	plus	Match
2359	X	112023773	nc-AMOT	M	minus	Match
2360	X	112024036	nc-AMOT	P	plus	Match
2361	Y	9521898	DYS19	M	minus	Match
2362	Y	9522257	DYS19	P	plus	Match
2363	Y	14102610	DYS391	M	minus	Match
2364	Y	14102877	DYS391	P	plus	Match
2365	Y	14466855	DYS437	M	minus	Match
2366	Y	14467124	DYS437	P	plus	Match
2367	Y	14747453	DYS388	M	minus	Match
2368	Y	14747709	DYS388	P	plus	Match
2369	Y	18743447	Y-GATA-H4	M	minus	Match
2370	Y	18743687	Y-GATA-H4	P	plus	Match
2371	Y	21050773	DYS460	M	minus	Match
2372	Y	21051011	DYS460	P	plus	Match
2373	Y	22633814	DYS392	M	minus	Match
2374	Y	22634079	DYS392	P	plus	Match
2375	Y	24365009	DYS448	M	minus	Match
2376	Y	24365289	DYS448	P	plus	Match
